110750	22.567200
110751	22.547600
110756	22.537800
110801	22.528000
110806	22.537800
110811	22.528000
110816	22.528000
110821	22.528000
110826	22.528000
110830	22.547600
110835	22.567200
110840	22.577000
110845	22.577000
110850	22.596600
110855	22.616200
110900	22.626000
110905	22.645600
110909	22.645600
110914	22.626000
110919	22.606400
110924	22.606400
110929	22.577000
110934	22.586800
111050	22.508400
111052	22.508400
111057	22.498600
111102	22.469200
111106	22.469200
111111	22.479000
111116	22.469200
111121	22.479000
111126	22.488800
111131	22.488800
111136	22.459400
111141	22.479000
111145	22.488800
111150	22.488800
111155	22.488800
111200	22.498600
111205	22.479000
111210	22.469200
111215	22.469200
111220	22.439800
111224	22.430000
111229	22.430000
111234	22.420200
111239	22.410400
111244	22.400600
111249	22.410400
111254	22.410400
111259	22.430000
111303	22.430000
111308	22.430000
111313	22.430000
111318	22.449600
111323	22.420200
111328	22.410400
111333	22.390800
111338	22.400600
111342	22.390800
111347	22.410400
111352	22.390800
111357	22.390800
111402	22.381000
111407	22.390800
111412	22.381000
111417	22.410400
111421	22.420200
111426	22.439800
111431	22.449600
111436	22.469200
111441	22.459400
111446	22.469200
111451	22.459400
111456	22.479000
111500	22.488800
111505	22.488800
111510	22.479000
111515	22.488800
111520	22.479000
111525	22.488800
111530	22.488800
111535	22.488800
111539	22.488800
111544	22.508400
111549	22.518200
111554	22.508400
